cw	pmi_4	raw_4	freq
Dauerduschen/NN	6.6144233	1	4
Dauerfrostbodens/NN	6.2407064	2	12
Daumen/NN	-0.61641157	1	6341
Daune/NN	3.7468793	2	171
Daunendecke/NN	5.210064	3	58
Daunenschuhe/NN	7.4411016	1	2
Dave/NE	0.32256463	1	2646
David/NE	-1.6475351	2	37059
Day/NE	-0.48658338	1	5401
De/NE	-0.88574356	1	8891
Death/NE	1.5247071	1	773
Dechantlacke/NN	7.5952525	1	2
Deck/NN	1.5435162	5	3602
Decke/NN	3.709533	170	13760
Deckel/NN	0.6454758	3	5290
Deckelschale/NN	6.9891167	1	3
Decken./NE	8.000717	1	1
Decken./NN	8.134249	1	1
Deckenanzahl/NN	8.000717	1	1
Deckgefieders/NN	8.000717	1	1
Deckschicht/NN	3.1664217	2	274
Definition/NN	-2.2093215	1	31106
Dehnübungen/NN	4.321257	5	242
Dekade/NN	2.8984585	14	2508
Dekar/NN	3.1684117	1	143
Deken/NN	5.710711	1	10
Dekor/NN	1.5052631	1	810
Dekoration/NN	0.2977662	1	2519
Dekore/NN	3.8457482	1	70
Delikatesse/NN	1.1571008	1	1101
Delphin/NN	-0.21951745	1	4258
Demminer/NN	4.5118146	1	38
Demokratie/NN	-2.8715322	1	59293
Demonstrant/NN	-0.9086023	1	8418
Demonstration/NN	-1.3424916	2	25268
Demut/NN	-0.017578695	1	3467
Demuth/NN	4.766953	1	30
Denk-/TRU	0.44213548	1	1998
Denkart/NN	2.5907469	1	251
Denkmal/NN	-0.631544	2	12511
Denkmalpflege/NN	0.10570052	1	2960
Depardieu/NN	2.5475354	1	273
Depot/NN	-0.059625234	1	3513
Des/NN	1.3198	5	4330
Desertbüfett/NN	8.000717	1	1
Deserteur/NN	0.7291875	1	1588
Desertieren/NN	4.6508136	1	35
Design/NN	-0.2644584	4	17568
Desinfektionsmittelspendern/NN	7.4411016	1	2
Desperado/NN	2.2940226	1	337
Dessert/NN	3.058976	9	1522
Destillat/NN	2.6943078	1	230
Detail/NN	-1.837428	2	43719
Detailshot/NN	8.000717	1	1
Deutschalnd/ADJ	4.0422883	1	60
Deutsche/NN	-1.0407127	9	84435
Deutschland/NE	-0.51908857	94	533318
Deutschlandbild/NN	2.1806345	1	392
Deutschlands.[/ADJ	8.693865	1	1
Deutschsein/NN	3.230033	1	129
Devise/NN	-0.40799928	1	5558
Dezember/NN	-0.78406745	13	126140
Dezembertag/NN	3.7486572	1	75
Dezi/NN	6.4165974	1	5
Diabetiker/NN	-0.3996329	1	5146
Diane/NE	0.9267065	1	1443
Dianne/NE	3.4494755	1	112
Dichte/NN	-0.16232736	6	23477
Dichteunterschied/NN	6.4295006	2	11
Dieb/NN	-0.66502506	1	6655
Diego/NE	0.8455163	2	2910
Diele/NN	1.2041731	1	1002
Dielenböden/NN	3.2163556	1	142
Diener/NN	-0.4511102	2	10503
Dienst/NN	-2.2641106	3	93054
Dienstag/NN	-1.1433963	4	45332
Dienstanfänger/NN	5.4261985	1	14
Dienstleistung/NN	-2.5638103	1	42186
Dienstschluß/NN	2.2553134	1	352
Dienstwagen/NN	1.2547461	1	934
Diesel/NN	1.4992669	7	5321
Dieter/NE	-0.9925391	3	29847
Dietl/NE	2.1035635	1	476
Differenz/NN	-0.33867148	4	18559
Digipak/NN	4.776854	1	28
Digitalkamera/NN	0.58795345	1	1835
Dilik/NN	6.8220625	1	4
Dim/NE	2.5086854	1	275
Dimension/NN	-2.180577	1	29538
Ding/NN	-1.105774	13	128712
Dinger/NN	1.6538209	4	2537
Dingis/NE	5.762671	2	20
Dinner-Buffet/NN	6.712863	1	4
Dinner/NN	0.97996837	1	1286
Dinosaurier/NN	0.2995738	1	2494
Diphtherie/Tetanus/NN	6.9021053	1	3
Dir./NN	1.918784	5	2306
Direkteinspritzer/NN	4.093707	1	58
Direktflug/NN	2.2290816	2	860
Disco/NN	0.34553397	2	4769
Disconächten/NN	6.9021053	1	3
Disetronic/NE	3.7433333	1	78
Dish/Rolltop-Speisewärmer/NN	8.000717	1	1
Disko/NN	1.4254673	1	802
Diskrepanz/NN	-0.0082301255	1	3324
Diskus/NN	1.8014768	1	560
Diskussion/NN	-2.9117994	2	123210
Disney-Studio/NN	4.725934	2	58
Dispersal-A/NN	8.000717	1	1
Display/NN	-0.2586437	1	4411
Dissipation/NN	5.1675043	1	19
Distanz/NN	0.39172283	7	15525
Disziplin/NN	-1.752986	1	19034
Dividendenregen/NN	8.000717	1	1
Djordjic/NE	5.027103	2	48
Do/NE	0.08585619	3	10960
Docht/NN	2.1714044	1	375
Doggersanden/NN	8.000717	1	1
Dogs/NN	1.6815242	1	623
Doha/NN	3.1370366	1	136
Dolby/NN	-0.043989036	1	3381
Dolch/NN	0.4893295	1	2014
Dold/NE	3.135108	1	160
Dollar/NN	-2.5545092	1	43135
Dollarsegen/NN	5.8316636	1	9
Dolmetscherin/NN	2.0123827	2	941
Dom/NN	-0.13229501	3	11436
Dominik/NE	0.35126296	1	2647
Dominikanische/NN	1.6383361	1	625
Domo/NE	3.4735088	1	107
Donald/NE	-0.31921312	1	4767
Donner/NN	0.25918385	1	2610
Donnerknall/NN	3.4843786	1	123
Donnerstag/NN	-0.21806052	11	48733
Donnerstagabend/NN	0.69872653	1	1620
Donnerstagskolloquium/NN	7.3075705	1	2
Donuts/NN	3.2059605	1	136
Doppelstock/NN	5.6981325	1	11
Doppelte/NN	0.2980484	1	2488
Doppelzimmer/NN	0.3012714	1	2550
Dorade/NN	4.174797	1	54
Dorado/NN	3.3082235	1	120
Dorf/NN	-1.290004	4	47594
Dorfstraße/NN	1.7660617	1	558
Doris/NE	0.20643501	2	6113
Dornrosis/NN	5.40733	1	15
Dorsch/NN	1.4317621	1	825
Dortmund/NE	-2.223376	1	31482
Dose/NN	0.89269495	6	8131
Dosenbier/NN	3.5478246	2	196
Dosenchapignons/NN	8.000717	1	1
Dosenöffnern/NN	5.0049853	1	23
Dosis/NN	-0.3513947	1	4669
Doughnuts/NN	4.410278	1	41
Doussie-Parkett/NN	8.000717	1	1
Down/NN	0.54109055	1	1930
Dr./NN	-1.675522	16	300065
Drache/NN	-0.6351695	2	12753
Drachenfahne/NN	8.000717	1	1
Drachenschuppen/NN	4.9268675	1	25
Draht/NN	-0.37364408	1	4754
Drang/NN	1.2480383	5	4611
Draufsetzen/NN	5.762671	1	11
Draussen/NN	3.011987	1	243
Draußen-Sitzen/NN	7.13572	1	3
Dreaming/ADJ	4.366426	1	86
Drehbuchautor/NN	0.32488146	1	2405
Drehzahl/NN	1.7322131	2	1162
Dreieck/NN	0.21455504	2	5321
Dreiklang/NN	1.7541263	1	585
Dreiviertel/NN	0.6856654	1	1689
Dremi/NE	8.000717	1	1
Dresden/NE	-2.1844137	1	30184
Dressurpony/NN	8.134249	1	1
Drink/NN	1.699473	4	2475
Dritte/NN	-2.2061932	2	58547
Drittel/NN	-1.0761737	4	38366
Drohnenflug/NN	8.000717	1	1
Druck/NN	-0.5646328	12	69512
Druckempfindlich/ADJ	8.134249	1	1
Druckstrahl-Massage/NN	8.000717	1	1
Druckunterschiede/NN	4.2810664	1	46
Dröge/NN	3.2132256	1	148
Drüse/NN	1.144387	1	1055
Dschungelhalle/NN	7.4411016	1	2
Dschungelregen/NN	7.682264	1	2
Dtl/NE	3.764801	1	110
Du/PPE	0.52048093	25	51125
Duderstadt/NN	2.9286735	1	190
Duett/NN	0.9679829	1	1250
Dufflecoat/NN	5.40733	1	15
Duft/NN	2.8452415	38	7437
Duftessenzen/NN	4.9211035	1	25
Duftlampe/NN	3.2844532	1	127
Duftmix/NN	7.13572	1	3
Duftspektrum/NN	7.0356364	1	3
Duftsüppchen/NN	8.000717	1	1
Duisburg/NE	-0.52258205	2	11492
Dummheit/NN	-0.4381087	1	5307
Dung/NN	3.555716	5	463
Dungkäfer/NN	5.7896996	1	11
Dunkel/NN	0.9254899	4	5262
Dunkelbraun/NN	3.7997632	1	85
Dunkelheit/NN	1.0767335	9	10331
Dunkle/NN	0.116093874	1	2933
Dunst/NN	2.875334	11	2070
Durban/NN	2.015208	1	439
Durchblutung/NN	1.9515737	5	2331
Durchblutungsstörungen/NN	1.0527804	1	1161
Durchfall/NN	-0.32049128	1	4838
Durchfallerkrankung/NN	2.0183568	1	473
Durchhaltevermögen/NN	1.1766156	1	1056
Durchlauferhitzer.Monatl/NE	8.470721	1	1
Durchlauferhitzer/NN	2.847426	1	194
Durchlüftung/NN	2.6955485	1	219
Durchmesser/NN	-0.2668599	2	8529
Durchschnitt/NN	0.5872069	10	18399
Durchschnittestemperaturen/NN	8.000717	1	1
Durchschnittstemperatur/NN	3.7806847	7	538
Durchströmung/NN	4.142623	1	52
Durchzug/NN	2.5550582	2	537
Durst/NN	0.42410767	2	4512
Durstgefühl/NN	2.935752	1	189
Dusch-/TRU	4.0048127	2	115
Duschbrause/NN	4.0071144	1	67
Dusche./NE	5.8606515	1	9
Dusche/NN	4.558248	240	8500
Dusche/WC/NN	2.3338583	1	317
Duscher/NN	5.8754663	1	11
Duschkopf/NN	4.608729	5	171
Duschstrahl/NN	5.3094745	1	16
Duschwasser/NN	6.4994216	10	50
Duschzelt/NN	6.208958	2	14
Dusehraum/NN	8.000717	1	1
Duty/NN	2.3995216	1	297
Dämmerlicht/NN	2.450669	1	296
Dämmerung/NN	0.2517183	1	2597
Dämmmaßnahmen/NN	4.6774817	1	31
Dämmung/NN	2.3913982	3	925
Dämon/NN	-0.9112169	1	8558
Dölle/NN	4.158581	1	56
Döner/NE	2.8563771	3	593
Dörfer-ein/ART	8.134249	1	1
Dörrgutes/NN	8.000717	1	1
Düne/NN	1.1065542	2	2212
Dünenstrände/NN	5.131399	1	21
Dünni/NE	4.4418044	1	39
Dürer/NE	1.9015203	1	554
Düse/NN	2.8007023	5	1009
Düsseldorf/NE	1.1225637	38	43843
Düsternis/NN	2.4867847	1	279
E-Bow-Linien/NN	8.000717	1	1
E-Meter/NN	2.4633832	1	294
E/NN	-0.6948132	7	47715
EL/NE	2.3933337	27	7861
ENSO/ADJ	7.084427	1	3
ENT/NN	0.6795289	1	1658
ESA/NE	0.28503644	1	2603
EU-Geldregen/NN	8.470721	2	2
EU-Kommission/NN	-1.2715056	1	11951
EU-Regelung/NN	3.3002372	1	119
EUR/NN	-1.1080358	5	56350
EUR/m²/NN	5.18981	1	20
Ebenholz/NN	2.6722348	1	233
Eberhard/NE	-0.7854336	1	7748
Ebert/NE	0.4425268	1	2257
Echolot-Sound/FM	8.000717	1	1
Eck/NN	0.15566243	8	22576
Eckchen/NN	4.5945325	5	161
Ecke/NN	0.9965919	6	7218
Eckkneipe/NN	3.10568	1	147
Edding/NE	2.7477899	1	215
Edelstahl/NN	1.2935495	1	935
Edelweiß/NN	2.4004455	1	300
Edinger/NE	3.7468793	1	91
Edition/NN	-1.240043	1	12024
Effekt/NN	-0.3860538	7	34863
Egon/NE	-0.022220409	1	3647
Ehebett/NN	2.3757977	1	315
Ehemann/NN	-1.5288309	1	15044
Ehepaar/NN	-1.0004286	1	9102
Ehrenamtliche/NN	0.07995316	1	3071
Ehrgeiz/NN	-0.27497727	1	4389
Ehrlichkeit/NN	-0.12532027	1	3942
Ei/NN	1.6719764	48	30777
Eiablage/NN	1.806057	1	588
Eibischdampf/NN	8.134249	1	1
Eiche/NN	0.87956595	3	4165
Eichen-/TRU	3.292314	1	121
Eichenbalken/NN	4.225087	1	51
Eichenlaub/NN	0.86622506	1	1619
Eichenton/NN	8.134249	1	1
Eichentäfer/NN	7.4411016	1	2
Eichhörnchen/NN	0.9465917	1	1340
Eichkogels/NN	5.515811	1	12
Eidechse/NN	2.1899507	2	755
Eidotter/NN	3.4852896	3	323
Eiersalat/NN	4.6508136	1	33
Eiervariationen/NN	8.000717	3	3
Eifel-Mosel-Hunsrück/NN	5.8460526	1	10
Eifer/NN	1.0566001	4	4501
Eigelb-Sahne/NN	8.2884	1	1
Eigelb/NN	2.7086213	13	3102
Eigenbedarf/NN	0.7641981	1	1663
Eigenheim/NN	0.37493947	1	2252
Eigenschaft/NN	-0.9957116	5	44233
Eigenurin-Gurus/NN	8.000717	1	1
Eigenverantwortung/NN	0.17572188	2	5580
Eile/NN	0.76074004	2	3247
Eimer/NN	2.3028553	12	3997
Einband/NN	1.0737724	1	1857
Einbau/NN	-0.53185683	1	5629
Einblase/NN	5.4486713	3	43
Einbruch/NN	-0.9135054	1	8373
Einbuße/NN	0.14575434	1	2839
Eindringen/NN	0.806046	2	2819
Eindruck/NN	-0.37017336	14	66346
Eine/NN	-0.25545725	3	13159
Einer/NN	-0.44301757	1	5191
Einerlei/NN	2.1025338	1	441
Einfach/NN	0.33314982	1	2500
Einfahrt/NN	0.4819745	1	2030
Einflu/NN	7.7175097	21	36
Einfluß/NN	-0.91033715	10	79978
Einfühlens/NN	6.3912797	2	11
Einfühlsamkeit/NN	2.8568633	1	188
Einfühlungs-/TRU	4.892773	1	24
Einführung/NN	-2.4924526	2	81239
Einführungskurs/NN	1.6663283	1	641
Einfülle/NN	3.2132256	1	135
Eingang/NN	-0.5025036	4	21734
Eingangsbereich/NN	0.44887394	1	2159
Eingeweide/NN	1.8404336	2	1030
Eingeweidewürmer/NN	5.7494254	1	11
Eingriff/NN	-2.0962377	1	26330
Einheimische/NN	-0.6820326	1	6565
Einheitlichkeit/NN	0.61633986	1	1748
Einkauf/NN	-0.9312639	1	8319
Einkaufsdienste/NN	6.2300115	1	6
Einkleidung/NN	2.3776028	1	303
Einkäufer/NN	1.4854493	1	750
Einladung/NN	-0.8287346	3	23062
Einlage/NN	0.034629483	2	6288
Einlauf/NN	2.5379455	2	547
Einleitung/NN	-1.2498227	2	26155
Einmalhandtücher/NN	5.937024	1	9
Einmündung/NN	0.5360643	1	1864
Einnahme/NN	-0.66252226	5	31507
Einpaar/NN	6.208958	1	10
Einpendel/NN	5.8680315	2	17
Einrichtung/NN	-1.2372892	10	111009
Einsamkeit/NN	-0.85580105	1	7982
Einsatz/NN	-1.9818377	5	119621
Einschalten/NN	1.4027195	1	832
Einschlafen/NN	2.5593827	6	1589
Einschlafneigung/NN	5.4261985	1	15
Einschlafritual/NN	4.452538	1	41
Einschlafrituale/NN	5.036734	1	23
Einschlaftropfen/NN	8.000717	1	1
Einschlag/NN	0.49508765	1	2008
Einschätzung/NN	-2.0760772	1	26484
Einsetzen/NN	2.1655412	5	1895
Einsiedlerkrebs/NN	3.318586	1	129
Einsprühen/NN	5.0207334	2	45
Einst/NN	1.6718882	1	633
Einsteige/NN	1.6278244	1	711
Einstieg/NN	-0.47180086	3	15912
Einstrom/NN	4.6640587	3	91
Einströmungen/NN	7.5152097	1	2
Einströmungsbereich/NN	8.134249	1	1
Eintauchen/NN	1.4753213	1	767
Eintopf/NN	3.082563	5	800
Eintopfgericht/NN	4.4489474	1	39
Eintracht/NN	-0.8907254	1	8136
Eintrag/NN	-2.3746548	1	40724
Eintreffen/NN	0.13629754	1	2858
Eintreten/NN	0.057467185	1	3027
Eintritt/NN	-1.9613574	1	25265
Eintrittskarte/NN	-0.121356934	1	3860
Eintrittspunkt/NN	5.5583706	1	12
Einweiche/NN	5.1510954	4	84
Einwinter/NN	5.6613183	1	12
Einwirkung/NN	-0.47461155	1	5043
Einwirkzeit/NN	3.05551	1	161
Einzelerbauung/NN	8.000717	1	1
Einzelfall/NN	-1.5766547	2	31701
Einzelretreats/NN	8.000717	1	1
Einzelschläge/NN	6.208958	1	6
Einzelteil/NN	0.4385558	1	2136
Einzelzimmer/NN	1.5451258	2	1531
Einzug/NN	-1.1150237	1	9947
Eis-Dessert/NN	7.3075705	1	2
Eis-Expedition/NN	8.000717	1	1
Eis/NN	2.2273219	42	15384
Eisautomaten/NN	6.5836515	1	5
Eisberg/NN	0.47379798	1	2204
Eisblock/NN	2.4448552	1	287
Eisbrocken/NN	3.6667001	1	84
Eisbär/NN	0.55376774	1	1953
Eischeiben/NN	6.2300115	1	7
Eischnee/NN	2.425242	1	333
Eisdecke/NN	2.4176912	1	289
Eisen/NN	1.0697646	8	9201
Eishaus/NN	5.1748843	1	18
Eisheilige/NN	2.8238618	1	218
Eishöhlen/NN	4.9040093	1	25
Eiskathedrale/NN	6.7479544	1	4
Eiskrawatten/ADJ	8.693865	1	1
Eiskristall-Wolken/NN	8.000717	1	1
Eiskristall/NN	2.2617288	1	357
Eiskruste/NN	4.3056073	1	44
Eislaufplatzes/NN	8.000717	1	1
Eislaufzeiten/NN	7.372109	1	2
Eismasse/NN	2.4545639	1	290
Eismond/NN	5.1748843	1	20
Eismonde/NN	6.251518	1	6
Eispack/NN	8.000717	1	1
Eispackung/NN	6.6789618	1	6
Eisportionierer/NN	5.7494254	1	11
Eisprinzessin/NN	3.9084585	1	75
Eisprung/NN	1.3642789	1	874
Eisschmelze/NN	4.2810664	1	49
Eisscholle/NN	2.8161287	2	395
Eisschrank/NN	4.454939	3	115
Eisstückchen/NN	5.056278	1	21
Eisstücken/NN	5.276138	1	16
Eistee/NN	3.3273046	2	257
Eistrup/NE	6.2959695	1	6
Eiswasser/NN	2.1564486	1	416
Eiswürfel/NN	2.466834	3	869
Eiszeit/NN	1.73032	4	2401
Eiweiß/NN	0.017682478	2	6765
Eiweißmasse/NN	5.3527713	1	17
Eizelle/NN	-0.026759086	1	3333
Ejsing/NE	6.4165974	1	5
Ekkehard/NE	0.47662854	1	2426
El-Niño-Phasen/NN	7.3075705	1	2
El/NE	0.99026203	11	13664
Elbe/NE	-0.694036	1	6584
Electrola/NE	4.59952	1	33
Eleganz/NN	0.32048407	1	2390
Elektro-Sounds/NN	6.712863	1	4
Elektroanschluß/NN	5.197357	1	19
Elektroheizung/NN	3.77571	1	79
Elektrolytgetränk/NN	5.68571	1	11
Elektron/NN	-0.4225496	1	5010
Elektronenstrom/NN	5.082947	1	21
Elektronik/NN	0.3228829	2	4785
Elektrotherapie/NN	2.8925018	1	190
Element/NN	-0.80150664	8	58341
Elf-gegen-Elf-Spiel/NN	7.372109	1	2
Elf/NN	-0.47575793	1	5348
Elfe/NN	1.522784	1	780
Elfenbeinmasse/NN	6.6144233	1	4
Elfkirchen/NN	7.3075705	1	2
Elisabeth/NE	-1.473294	1	15745
Elisenhof/NN	5.762671	1	10
Elixieren/NN	5.069524	1	20
Ellbogen/NN	2.0243666	2	878
Eltanschluß/NN	8.000717	1	1
Eltern-Kind-Beziehung/NN	2.3421066	1	321
Eltern/NN	-1.0512003	17	161710
Elternhaus/NN	0.12695312	2	5803
Elternliebe/NN	4.0210357	1	59
Elternsprechtage/NN	4.2512136	1	49
Embryonen/NN	0.40511024	2	4297
Emergenza/NE	5.062879	1	20
Emergenza/NN	6.3665867	1	6
Emilio/NE	1.8749405	1	531
Emirat/NN	0.42372352	1	2165
Emission/NN	-0.7252566	1	6705
Emissionshandel/NN	0.74195325	1	1633
Emissionsteil/NN	6.3665867	1	7
Emmauskirche/NN	5.103425	1	24
Emmerich/NE	0.76807463	1	1699
Emotion/NN	-1.2986177	1	12220
Empathie/NN	2.4179733	5	1509
Empfang/NN	2.2109542	33	12018
Empfehlung.../NN	8.000717	1	1
Empfehlung/NN	0.48069015	17	36192
Empfinden/NN	1.7346357	7	3999
Empfindung/NN	1.2520393	9	8361
Empfindungsprüfung/NN	8.134249	1	1
Empfindungsweise/NN	5.197357	1	18
Empfänger/NN	-1.6317894	1	16733
Emphase/NN	2.272649	1	339
Ems/NE	1.1816567	1	996
Emsersalzlösung/NN	8.000717	1	1
Emsland/NE	0.42564574	1	2118
EnEv/NE	5.9858146	1	8
Ende/NN	-0.9058775	39	327781
Endeffekt/NN	0.16790994	1	2876
Endergebnis/NN	0.55844444	1	2028
Endgültige/NN	3.142845	1	146
Endspurt/NN	1.2783885	1	1000
Endzeitstimmung/NN	2.6716285	1	249
Energie/NN	0.32382917	32	76031
Energiebedarf/NN	1.2441485	2	1882
Energiedienstleistung/NN	2.9077344	1	182
Energiedrinks/NN	4.956195	1	23
Energiedruck/NN	6.3665867	2	12
Energiegefälle/NN	5.9530244	1	9
Energiegefühl/NN	7.3075705	2	4
Energiegetränken/NN	6.7843223	1	4
Energiegewinnung/NN	0.87896025	1	1387
Energielinien/NN	5.197357	1	18
Energieriegel/NN	3.7000365	1	83
Energiesparlampe/NN	1.9430556	1	509
Energiestrahlen/NN	4.709521	1	29
Energieverbrauch/NN	1.1354457	4	4239
Energieversorger/NN	0.83802927	1	1414
Engagement/NN	-2.7560651	1	51496
Enge/NN	0.56336385	2	3715
Engel/NN	-1.0929908	2	20059
Engelen-Kefer/NN	2.2779496	1	393
Engelhänden/NN	8.134249	1	1
Engelskirche/NN	2.7563283	1	215
Engerau/NN	4.3965793	2	78
England/NE	-2.3152895	1	33806
Engländer/NN	-0.78313845	1	7351
Eninas/NE	8.000717	2	2
Ent-hüllt/VVF	7.372109	1	2
Entbindungsstation/NN	3.082563	1	157
Entchen./NN	8.000717	1	1
Entdeckung/NN	-1.6303788	1	17260
Ente/NN	0.78495675	3	4699
Enten-/TRU	4.0163736	1	56
Entenbrust/NN	3.0834775	1	172
Entenbrüste/NN	3.8756013	1	83
Ententeich/NN	3.9168441	1	66
Entertainmentbranche/NN	4.8071594	1	28
Entfernung/NN	-1.2657906	2	23110
Entfeuchter/NN	4.4706874	1	37
Entgiften/NN	4.607888	1	35
Entkalker/NN	4.239517	1	51
Entrepreneurial/NN	4.101273	1	55
Entrées/NN	6.378857	4	22
Entsalzungsanlage/NN	4.8071594	1	28
Entscheidung/NN	-2.3267987	6	203147
Entschluß/NN	-0.11162295	2	7364
Entschuldigung/NN	-0.69042903	1	7178
Entspannen/NN	0.8993504	1	1435
Entspanntheit/NN	3.537687	1	97
Entspannung/NN	1.3237599	10	9103
Entspannungsbad/NN	4.4966626	1	40
Entspannungsmassagen/NN	6.054807	1	8
Entspannungsphasen/NN	4.0591354	1	60
Entspannungssuchende/NN	6.3189588	1	7
Entspannungstechnik/NN	1.7514664	1	608
Entstehung/NN	-1.4964265	2	28741
Entweichen/NN	3.0466526	1	153
Entwicklerbüro/NN	7.13572	1	3
Entwicklung/NN	-2.3930693	8	284513
Entwicklungsland/NN	-1.5714408	1	15911
Entwurf/NN	-2.59852	1	44599
Entzündung/NN	-0.15450107	2	7765
Epilimnion/NN	6.9021053	1	4
Episode/NN	-1.4148164	1	14067
Epoche/NN	0.84865326	11	15444
Erbrechen/NN	-0.09171313	1	3673
Erbse/NN	0.3545429	1	2394
Erd-/TRU	1.6212307	1	621
Erda/NE	4.269018	1	49
Erdapfel/NN	2.7563283	2	458
Erdatmosphäre/NN	1.609743	2	1323
Erdball/NN	1.60483	2	1351
Erdbeere/NN	1.3907788	4	3533
Erdbeerpüree/NN	4.7818418	1	32
Erdbeersaft/NN	5.803493	2	20
Erdbraun/NN	6.3665867	1	6
Erdböden/NN	1.5594221	4	2802
Erde/NN	1.3681264	126	106583
Erdenbürger/NN	2.3907878	1	301
Erdenscholle/NN	8.470721	1	1
Erde./NE	6.6144233	1	4
Erdfarbe/NN	3.6360278	1	92
Erdgeschoß/NN	0.70475626	3	5081
Erdhalbhöhle/NN	8.693865	1	1
Erdhalbkugel/NN	3.427296	1	109
Erding/NN	1.2247808	1	1090
Erdklima/NN	3.9865892	2	122
Erdkruste/NN	1.4604092	1	775
Erdkröte/NN	1.9712348	1	477
Erdneuzeit/NN	6.5489087	6	26
Erdoberfläche/NN	1.2678614	3	2773
Erdreich/NN	1.3036832	2	1790
Erdstrichen/NN	6.0026217	1	8
Erdton/NN	7.015017	16	50
Erdvolumen/NN	6.2959695	1	6
Erdäpfel-Speck-Salat/NN	8.000717	1	1
Erdäpfelpresse/NN	6.9740787	3	10
Erdäpfelpüree/NN	5.5803494	1	14
Erdöl/NN	-0.36297485	1	4753
Ereignis/NN	-1.905109	3	66153
Erfahrene/NN	1.5615668	1	698
Erfahrung/NN	-2.0319011	7	177469
Erfahrungswelt/NN	1.6323159	1	629
Erfolg/NN	-3.7503436	1	150502
Erfolgsaussicht/NN	0.29641265	1	2488
Erfolgserlebnis/NN	0.75443846	1	1641
Erfolgsgeheimnis/NN	2.2677808	1	402
Erforderlichenfall/NN	1.5181837	2	1446
Erfrierung/NN	3.1501532	2	305
Erfrischung/NN	2.637227	4	994
Erfrischungsgetränk/NN	2.3288987	2	643
Erfurt/NE	-1.4409033	1	14472
Erfüllet/NN	5.6734395	1	12
Erfüllung/NN	-2.250138	1	29969
Ergebnis/NN	-3.4353971	2	219152
Ergebnisliste/NN	1.0735272	1	1130
Erguß/NN	2.1187887	2	769
Ergänzung/NN	-1.8116959	1	20512
Erhebung/NN	-1.7685528	1	19024
Erhitzung/NN	2.2545142	1	347
Erhofftest/NN	8.000717	1	1
Erholungssuchende/NN	1.8826202	1	511
Erhöhung/NN	-2.1768777	1	28273
Eric/NE	-0.6133302	1	6821
Erich/NE	-1.417531	1	14739
Erika/NE	-0.103230454	1	4065
Erinnerung/NN	0.12460358	18	54684
Erkannte/NN	3.010285	1	162
Erkenntnis/NN	-1.9648603	3	70513
Erklärung/NN	-2.0385823	3	77302
Erkrankte/NN	0.13706619	1	2845
Erkrankung/NN	-1.4405792	3	41797
Erkältung/NN	0.6943958	2	3413
Erlaubnis/NN	-0.80724055	2	14316
Erlebnis/NN	-2.070454	1	26919
Erlebnisbecken/NN	5.68571	2	22
Erlebte/NN	0.5378565	1	1916
Erlösung/NN	-0.77305406	1	7370
Ermahnung/NN	0.4139773	1	2203
Ermordung/NN	-0.91647595	1	7954
Ernte/NN	0.44102767	4	8698
Ernährung/NN	-0.8414039	4	30890
Ernährungslehre/NN	2.4381146	1	295
Ernährungswissenschaft/NN	1.7116978	1	591
Erreger/NN	0.02573305	2	6496
Erregerparadis/NN	8.000717	1	1
Erregung/NN	-0.016260302	1	3366
Errichtung/NN	-1.1875563	2	20662
Errinnerung/NN	4.8872023	1	26
Ersatz/NN	-1.611013	1	16119
Ersatzhöhlen/NN	7.4411016	2	4
Ersatzkaffee/NN	5.110346	1	21
Erscheinen/NN	-0.9737107	1	8583
Ersetzen/NN	2.1187887	1	412
Erstaunen/NN	-0.060375024	1	3582
Erstaunliche/NN	1.4904591	1	894
Erste-Hilfe-Ausrüstung/NN	6.174825	3	20
Erste/NN	-1.5055119	3	44716
Erstlingsmützchen/NN	8.000717	1	1
Erstmal/NN	1.7014236	2	1862
Erstversorgung/NN	1.9506892	1	480
Ertrag/NN	-0.6805379	2	12931
Erwachen/NN	0.26506558	1	2626
Erwachsene/NN	-2.5376127	1	42505
Erwarten/NN	0.900484	1	1333
Erwartung/NN	-0.9719485	4	34888
Erwartungsabfrage/NN	7.084427	1	3
Erweckers/NN	8.000717	1	1
Erweiterte/NN	0.86463207	1	1357
Erwerbsarbeit/NN	-9.304458e-05	1	3277
Erwerbslos/NN	-0.12532027	1	3687
Erwin/NE	-0.8189479	1	8041
Erwärmen/NN	3.7684243	3	226
Erwärmung/NN	0.6463151	2	3420
Erzeugung/NN	-0.10617396	2	7044
Erzherzog-Johann-Hütte/NN	6.8612833	1	4
Erzieherin/NN	-0.9732675	1	8815
Erzieherverhalten/NN	5.3265686	1	17
Erzählerin/NN	1.1933352	1	1039
Erzählerstimme/NN	4.1373596	1	53
Erzählton/NN	3.5654464	1	95
Erzählung/NN	-1.9491764	1	23606
Erzählweise/NN	1.9263777	2	970
Eröffnungsphase/NN	3.539129	1	96
Es/NN	0.9334509	16	23158
Esbitkocher/NN	6.2734966	1	6
Eselritt/NN	6.208958	1	8
Eselsvision/NN	8.470721	1	1
Eskalation/NN	-0.10459007	1	3656
Eskimo/NN	2.6823933	3	701
Española/NN	4.0094213	1	58
Esperanza/NE	2.6980345	1	224
Espresso/NN	1.0694898	1	1175
Espuma/NN	8.470721	1	1
Esse/NN	2.9280536	393	75169
